Kingdom,Phylum,Class,Order,Genus,Species,Origin,Common name
Animalia,Chordata,Mammalia,Rodentia,Neotamias,Neotamias amoenus,Native,yellow-pine chipmunk
Animalia,Chordata,Mammalia,Carnivora,Neovison,Neovison vison,Native,American mink
Animalia,Chordata,Mammalia,Eulipotyphla,Neurotrichus,Neurotrichus gibbsii,Native,American shrew mole
Animalia,Chordata,Mammalia,Lagomorpha,Ochotona,Ochotona princeps,Native,American pika
Animalia,Chordata,Mammalia,Artiodactyla,Odocoileus,Odocoileus hemionus,Native,Columbian black-tailed deer
Animalia,Chordata,Mammalia,Artiodactyla,Orcinus,Orcinus orca,Native,Orca
Animalia,Chordata,Mammalia,Rodentia,Peromyscus,Peromyscus keeni,Native,northwestern deer mouse
Animalia,Chordata,Mammalia,Rodentia,Peromyscus,Peromyscus maniculatus,Native,deer mouse
Animalia,Chordata,Mammalia,Carnivora,Phoca,Phoca vitulina,Native,harbour seal
Animalia,Chordata,Mammalia,Carnivora,Procyon,Procyon lotor,Native,common  raccoon
Animalia,Chordata,Mammalia,Eulipotyphla,Sorex,Sorex bendirii,Native,Bendire's shrew
Animalia,Chordata,Mammalia,Eulipotyphla,Sorex,Sorex cinereus,Native,masked shrew
Animalia,Chordata,Mammalia,Eulipotyphla,Sorex,Sorex monticolus, ,dusky shrew
Animalia,Chordata,Mammalia,Rodentia,Tamiasciurus,Tamiasciurus douglasii,Native,soft-haired squirrel
Animalia,Chordata,Mammalia,Carnivora,Ursus,Ursus americanus,Native,American black bear
Animalia,Chordata,Mammalia,Carnivora,Ursus,Ursus arctos,Native,North American brown bear (grizzly bear)
Animalia,Chordata,Mammalia,Carnivora,Zalophus,Zalophus californianus,Native,California sea lion
Animalia,Chordata,Reptilia,Squamata,Elgaria,Elgaria coerulea,Native,northern alligator lizard
Animalia,Chordata,Reptilia,Squamata,Elgaria,Elgaria coerulea,Native,northwestern alligator lizard
Animalia,Chordata,Reptilia,Squamata,Nerodia,Nerodia sipedon,,northern water snake
Animalia,Chordata,Reptilia,Squamata,Thamnophis,Thamnophis elegans,Native,wandering garter snake
Animalia,Chordata,Reptilia,Squamata,Thamnophis,Thamnophis ordinoides,Native,northwestern garter snake
Animalia,Chordata,Reptilia,Squamata,Thamnophis,Thamnophis sirtalis,Native,common garter snake
Animalia,Chordata,Reptilia,Squamata,Thamnophis,Thamnophis sirtalis,Native,valley garter snake
Animalia,Echinodermata,Asteroidea,Forcipulatida,Evasterias,Evasterias troschelii,,Mottled Star
Animalia,Echinodermata,Asteroidea,Forcipulatida,Pisaster,Pisaster ochraceus,,Ochre Sea Star
Animalia,Mollusca,Gastropoda,Stylommatophora,Ancotrema,Ancotrema hybridum,Native,Oregon lancetooth
Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimax,Ariolimax columbianus,Native,Pacific banana slug
Animalia,Mollusca,Gastropoda,Stylommatophora,Arion,Arion ater,Exotic,black slug
Animalia,Mollusca,Gastropoda,Stylommatophora,Arion,Arion rufus,Exotic,chocolate Arion
Animalia,Mollusca,Gastropoda,Stylommatophora,Cepaea,Cepaea hortensis,,white-lipped snail
Animalia,Mollusca,Gastropoda,Stylommatophora,Cepaea,Cepaea nemoralis,Exotic,grove snail
Animalia,Mollusca,Bivalvia,Cardiida,Clinocardium,Clinocardium nuttallii,,Nuttall's cockle
Animalia,Mollusca,Gastropoda,Stylommatophora,Cryptomastix,Cryptomastix germana,Native,pygmy oregoniansnail
Animalia,Mollusca,Gastropoda,Stylommatophora,Deroceras,Deroceras reticulatum,Exotic,Milky Slug
Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopus,Enteroctopus dofleini,,giant Pacific octopus
Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrema,Haplotrema vancouverense,Native,robust lancetooth snail
Animalia,Mollusca,Polyplacophora,Chitonida,Lepidozona,Lepidozona mertensii,,Merten's chiton
Animalia,Mollusca,Bivalvia,Venerida,Leukoma,Leukoma staminea,,Pacific littleneck clam
Animalia,Mollusca,Gastropoda,Stylommatophora,Limax,Limax maximus,Exotic,leopard slug
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorina,Littorina littorea,,common periwinkle
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorina,Littorina scutulata,,checkered periwinkle
Animalia,Mollusca,Gastropoda,,Lottia,Lottia pelta,,shield limpet
Animalia,Mollusca,Bivalvia,Ostreida,Magallana,Magallana gigas,,Pacific oyster
Animalia,Mollusca,Gastropoda,Stylommatophora,Monadenia,Monadenia fidelis,Native,Pacific sideband
Animalia,Mollusca,Polyplacophora,Chitonida,Mopalia,Mopalia ciliata,,hairy chiton
Animalia,Mollusca,Polyplacophora,Chitonida,Mopalia,Mopalia lignosa,,woody chiton
Animalia,Mollusca,Polyplacophora,Chitonida,Mopalia,Mopalia swanii,,none
Animalia,Mollusca,Polyplacophora,Chitonida,Mopalia,Mopalia vespertina,,none
Animalia,Mollusca,Bivalvia,Myida,Mya,Mya arenaria,,soft-shelled clam
Animalia,Mollusca,Bivalvia,Cardiida,Nuttallia,Nuttallia obscurata,,purple mahogany clam
Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilus,Oxychilus alliarius,Exotic,garlic snail
Animalia,Mollusca,Gastropoda,Stylommatophora,Oxychilus,Oxychilus draparnaudi,Exotic,Draparnaud's glass snail
Animalia,Mollusca,Gastropoda,,Physa,Physa acuta,Unknown,acute bladder snail
Animalia,Mollusca,Gastropoda,,Planorbella,Planorbella trivolvis,Unknown,marsh ramshorn
Animalia,Mollusca,Gastropoda,Stylommatophora,Prophysaon,Prophysaon andersoni,Native,reticulate taildropper
Animalia,Mollusca,Gastropoda,Stylommatophora,Punctum,Punctum randolphi,Native,conical spot
Animalia,Mollusca,Bivalvia,Venerida,Ruditapes,Ruditapes philippinarum,,Japanese Littleneck
Animalia,Mollusca,Polyplacophora,Chitonida,Tonicella,Tonicella insignis,,white lined chiton
Animalia,Mollusca,Polyplacophora,Chitonida,Tonicella,Tonicella lineata,,lined chiton
Animalia,Mollusca,Gastropoda,Stylommatophora,Vespericola,Vespericola columbianus,Native,northwest hesperian
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricus,Agaricus augustus,,the prince
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricus,Agaricus hondensis,,felt-ringed agaricus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Alectoria,Alectoria sarmentosa,Native,witch's hair
Fungi,Ascomycota,Pezizomycetes,Pezizales,Aleuria,Aleuria aurantia,,orange peel fungus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita aprica,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita gemmata,,jewelled amanita
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita muscaria,,fly agaric
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita pachycolea,,western grisette
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita phalloides,,deathcap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanita,Amanita smithiana,,Smith's amanita
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Apioperdon,Apioperdon pyriforme,,pear-shaped puffball
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Armillaria,Armillaria mellea,,honey mushroom
Fungi,Basidiomycota,Agaricomycetes,Russulales,Artomyces,Artomyces pyxidatus,,crown-tipped coral fungus
Fungi,Ascomycota,Leotiomycetes,Helotiales,Ascocoryne,Ascocoryne sarcoides,,purple jellydisc
Fungi,Basidiomycota,Agaricomycetes,Boletales,Aureoboletus,Aureoboletus mirabilis,,admirable bolete
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Baeospora,Baeospora myosura,,conifercone cap
Fungi,Ascomycota,Leotiomycetes,Helotiales,Bisporella,Bisporella citrina,,yellow fairy cups
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletus,Boletus edulis,,king bolete
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Byssomerulius,Byssomerulius corium,,none
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera cornea,,club-like tuning fork
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera viscosa,,jelly-antler
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrena,Cerrena unicolor,,mossy maze polypore
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Chlorophyllum,Chlorophyllum brunneum,,shaggy parasol
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Chlorophyllum,Chlorophyllum olivieri,,olive shaggy parasol
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia asahinae,Native,western pixie-cup
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia bellidiflora,Native,toy soldiers
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia cervicornis,Native,browned pixie-cup lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,,Native,mealy pixie cup
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia coniocraea,Native,common powderhorn
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia cornuta,Native,bighorn lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia fimbriata,Native,trumpet lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia macilenta,Native,lipstick powderhorn
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia portentosa,Native,reindeer lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia rangiferina,Native,grey reindeer lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladonia,Cladonia squamosa,Native,dragon horn
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulina,Clavulina coralloides,,white coral fungus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybe,Clitocybe dilatata,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybe,Clitocybe odora,,aniseed funnel
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitopilus,Clitopilus prunulus,,sweetbread mushroom
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Coltricia,Coltricia perennis,,brown funnel polypore
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinellus,Coprinellus micaceus,,mica cap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinopsis,Coprinopsis atramentaria,,common ink cap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinopsis,Coprinopsis lagopus,,hare's foot inkcap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinopsis,Coprinopsis stercorea,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinarius,Cortinarius violaceus,,violet webcap
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Craterellus,Craterellus tubaeformis,,yellowfoot
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotus,Crepidotus crocophyllus,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotus,Crepidotus mollis,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crucibulum,Crucibulum laeve,,common bird's-nest
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cryptoporus,Cryptoporus volvatus,,veiled polypore
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymyces,Dacrymyces chrysospermus,,orange jelly spot
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacryopinax,Dacryopinax spathularia,,fan-shaped jelly-fungus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Deconica,Deconica coprophila,,dung-loving deconica
Fungi,Basidiomycota,Agaricomycetes,Russulales,Echinodontium,Echinodontium tinctorium,,Indian paint fungus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Evernia,Evernia prunastri,Native,oakmoss
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiopsis,Exidiopsis effusa,,hair ice
Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidium,Exobasidium cassiopes,,none
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Flavoparmelia,Flavoparmelia caperata,,common greenshield lichen
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomes,Fomes fomentarius,,hoof fungus
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsis,Fomitopsis mounceae,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Galerina,Galerina marginata,,funeral bell
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganoderma,Ganoderma applanatum,,artist's bracket
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganoderma,Ganoderma oregonense,,west coast reishi
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Gloeoporus,Gloeoporus dichrous,,bicoloured bracket
Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidius,Gomphidius subroseus,,rosy slime spike
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphis,Graphis scripta,,common script lichen
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Guepinia,Guepinia helvelloides,,apricot jelly
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Guepiniopsis,Guepiniopsis alpina,,alpine jelly cone
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Guepiniopsis,Guepiniopsis buccina,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Gymnopilus,Gymnopilus junonius,,spectacular rustgill
Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvella,Helvella vespertina,,western black elfin saddle
Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericium,Hericium erinaceus,,lion's-mane mushroom
Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Hydnellum,Hydnellum peckii,,red-juice tooth
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnum,Hydnum repandum,,wood hedgehog
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe,Hygrocybe coccinea,,Scarlet Waxy Cap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe,Hygrocybe flavescens,,Golden Waxy Cap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe,Hygrocybe miniata,,vermilion waxcap
Fungi,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsis,Hygrophoropsis aurantiaca,,false chanterelle
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus,Hygrophorus piceae,,spruce waxy-cap
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hypholoma,Hypholoma capnoides,,smoky-gilled hypholoma
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hypholoma,Hypholoma fasciculare,,sulphur tuft
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hypogymnia,Hypogymnia enteromorpha,Native,budding tube lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hypogymnia,Hypogymnia imshaugii,Native,Imshaug's tube lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hypogymnia,Hypogymnia inactiva,Native,mottled tube lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hypogymnia,Hypogymnia physodes,Native,hooded tube lichen
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypomyces,Hypomyces lactifluorum,,lobster mushroom
Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophila,Icmadophila ericetorum,,candy lichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybe,Inocybe geophylla,,whitefFibrecap
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpex,Irpex lacteus,,milk-white toothed polypore
Fungi,Ascomycota,Sordariomycetes,Xylariales,Kretzschmaria,Kretzschmaria deusta,,brittle cinder
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Laccaria,Laccaria amethysteo-occidentalis,,western amethyst laccaria
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Laccaria,Laccaria laccata,,deceiver
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lacrymaria,Lacrymaria lacrymabunda,,weeping widow
Fungi,Basidiomycota,Agaricomycetes,Russulales,Lactarius,Lactarius rubidus,,candy cap
Fungi,Basidiomycota,Agaricomycetes,Russulales,Lactarius,Lactarius rufus,,rufous milkcap
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporus,Laetiporus conifericola,,conifer chicken of the woods
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporus,Laetiporus gilbertsonii,,western hardwood sulphur shelf
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanora,Lecanora thysanophora,,mapledust lichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lepiota,Lepiota magnispora,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lepista,Lepista nuda,,blewit
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lepraria,Lepraria finkii,,fluffy dust lichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Leucoagaricus,Leucoagaricus leucothites,,white dapperling
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Leucopaxillus,Leucopaxillus albissimus,,large white leucopax
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Leucopaxillus,Leucopaxillus gentianeus,,bitter brown leucopax
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lichenomphalia,Lichenomphalia umbellifera,,lichen agaric
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobaria,Lobaria linita,Native,cabbage lung lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobaria,Lobaria pulmonaria,Native,tree lungwort
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdon,Lycoperdon perlatum,,common puffball
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdon,Lycoperdon umbrinum,,umber-brown puffball
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiellus,Marasmiellus candidus,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmius,Marasmius calhouniae,,Calhoun's pinwheel
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Merulius,Merulius tremellosus,,trembling crust
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mucronella,Mucronella pendula,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena acicula,,orange bonnet
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena capillaripes,,pinkedge bonnet
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena epipterygia,,yellowleg bonnet
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena galericulata,,common bonnet
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena haematopus,,bleeding fairy helmet
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena oregonensis,,western yellow mycena
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycena,Mycena pura,,lilac bonnet
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Myxarium,Myxarium nucleatum,,crystal brain fungus
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectria,Nectria cinnabarina,,coral spot
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidula,Nidula candida,,jellied bird's nest fungus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidula,Nidula niveotomentosa,,bird's-nest fungus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Panellus,Panellus stipticus,,luminescent panellus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmelia,Parmelia sulcata,Native,shield lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmotrema,Parmotrema arnoldii,Native,Arnold's parmotrema lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera aphthosa,Native,freckled pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera britannica,Native,flaky freckle pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera collina,Native,tree pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera leucophlebia,Native,ruffled freckled pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera membranacea,Native,membranous pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera neopolydactyla,Native,carpet pelt lichen
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigera,Peltigera polydactylon,Native,many-fruited pelt lichen
Fungi,Ascomycota,Pezizomycetes,Pezizales,Peziza,Peziza repanda,,palomino cup
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolus,Phaeolus schweinitzii,,Dyer's polypore
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phlebia,Phlebia radiata,,wrinkled crust
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Phlyctis,Phlyctis argena,,whitewash lichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pholiota,Pholiota aurivella,,golden pholiota
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pholiota,Pholiota squarrosa,,shaggy pholiota
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pholiota,Pholiota squarrosoides,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pholiota,Pholiota terrestris,,none
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilophorus,Pilophorus acicularis,Native,devil's matchstick
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Platismatia,Platismatia glauca,Native,varied rag lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Platismatia,Platismatia tuckermanii,,crumpled rag lichen
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurocybella,Pleurocybella porrigens,,angel's wings
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotus,Pleurotus ostreatus,,oyster mushroom
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotus,Pleurotus pulmonarius,,summer oyster mushroom
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteus,Pluteus cervinus,,deer mushroom
Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicatura,Plicatura nivea,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteus,Pluteus exilis,,western deer mushroom
Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Polycauliona,Polycauliona polycarpa,,pin-cushion sunburst lichen
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Porpidia,Porpidia crustulata,,concentric boulder lichen
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Pseudohydnum,Pseudohydnum gelatinosum,,toothed jelly fungus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalina,Ramalina farinacea,Native,farinose cartilage lichen
Fungi,Basidiomycota,Agaricomycetes,Gomphales,Ramaria,Ramaria formosa,,yellow-tipped coral fungus
Fungi,Basidiomycota,Agaricomycetes,Gomphales,Ramaria,Ramaria stricta,,upright coral fungus
Fungi,Ascomycota,Lecanoromycetes,Rhizocarpales,Rhizocarpon,Rhizocarpon geographicum,,yellow map lichen
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Rhodofomes,Rhodofomes cajanderi,,rosy conk
Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytisma,Rhytisma punctatum,,speckled tar spot
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenella,Rickenella fibula,,orange moss agaric
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russula,Russula albonigra,,blackening russula
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russula,Russula brevipes,,short-stemmed russula
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russula,Russula rosacea,,blood red russula
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russula,Russula xerampelina,,shellfish-scented russula
Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Sarcodon,Sarcodon imbricatus,,shingled hedgehog
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Sarcomyxa,Sarcomyxa serotina,,late oyster
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllum,Schizophyllum commune,,splitgill mushroom
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Scytinotus,Scytinotus longinquus,,none
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Solorina,Solorina crocea,Native,chocolate chip lichen
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Sparassis,Sparassis radicata,,western cauliflower mushroom
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophorus,Sphaerophorus tuckermanii,Native,Tuckerman's coral lichen
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum hirsutum,,none
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum ochraceoflavum,,none
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum ostrea,,false turkey-tail
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strobilurus,Strobilurus trullisatus,,fir-cone mushroom
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stropharia,Stropharia ambigua,,questionable stropharia
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillus,Suillus caerulescens,,fat jack
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillus,Suillus granulatus,,dotted-stalked suillus
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillus,Suillus lakei,,western painted suillus
Fungi,Basidiomycota,Agaricomycetes,Boletales,Tapinella,Tapinella atrotomentosa,,velvet-footed pax
Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephora,Thelephora terrestris,,common fiber vase
Fungi,Ascomycota,Lecanoromycetes,Ostropales,Thelotrema,Thelotrema lepadinum,,bark barnacles
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Trametes,Trametes cinnabarina,,northern cinnabar polypore
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Trametes,Trametes versicolor,,turkey-tail
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremella,Tremella mesenterica,,witch's butter
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Trichaptum,Trichaptum biforme,,violet-toothed polypore
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Trichoderma,Trichoderma viride,,none
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholoma,Tricholoma zelleri,,fetid armillaria
Fungi,Basidiomycota,Agaricomycetes,Gomphales,Turbinellus,Turbinellus floccosus,,scaly chanterelle
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Tyromyces,Tyromyces chioneus,,white cheese polypore
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Usnea,Usnea glabrescens,Native,spotted beard lichen
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Usnea,Usnea longissima,Native,old man's beard
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Xanthoparmelia,Xanthoparmelia cumberlandia,Unknown,Cumberland rock shield
Fungi,Basidiomycota,Agaricomycetes,Boletales,Xerocomellus,Xerocomellus zelleri,,Zeller's bolete
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Xeromphalina,Xeromphalina campanella,,pinewood gingertail
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylaria,Xylaria hypoxylon,,candlesnuff fungus
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylaria,Xylaria polymorpha,,dead man's fingers
